SETTLEMENT DATE,CUSIP,SYMBOL,QUANTITY (FAILS),DESCRIPTION,PRICE
20220310,36467W109,GME,30489.0,GAMESTOP CORP (HLDG CO) CL A,105.21
20220311,36467W109,GME,18302.0,GAMESTOP CORP (HLDG CO) CL A,100.56
20220314,36467W109,GME,18029.0,GAMESTOP CORP (HLDG CO) CL A,92.69
20220315,36467W109,GME,53408.0,GAMESTOP CORP (HLDG CO) CL A,78.11
20220316,36467W109,GME,2772.0,GAMESTOP CORP (HLDG CO) CL A,82.64
20220317,36467W109,GME,35552.0,GAMESTOP CORP (HLDG CO) CL A,86.86
20220318,36467W109,GME,43802.0,GAMESTOP CORP (HLDG CO) CL A,87.70
20220321,36467W109,GME,124826.0,GAMESTOP CORP (HLDG CO) CL A,90.79
20220322,36467W109,GME,174811.0,GAMESTOP CORP (HLDG CO) CL A,94.20
20220323,36467W109,GME,14839.0,GAMESTOP CORP (HLDG CO) CL A,123.14
20220324,36467W109,GME,84555.0,GAMESTOP CORP (HLDG CO) CL A,141.00
20220325,36467W109,GME,179699.0,GAMESTOP CORP (HLDG CO) CL A,142.39
20220328,36467W109,GME,108574.0,GAMESTOP CORP (HLDG CO) CL A,151.95
20220329,36467W109,GME,28380.0,GAMESTOP CORP (HLDG CO) CL A,189.59
20220330,36467W109,GME,51971.0,GAMESTOP CORP (HLDG CO) CL A,179.90
20220331,36467W109,GME,46919.0,GAMESTOP CORP (HLDG CO) CL A,166.85
20220401,36467W109,GME,28089.0,GAMESTOP CORP (HLDG CO) CL A,166.58
20220404,36467W109,GME,35869.0,GAMESTOP CORP (HLDG CO) CL A,165.00
20220405,36467W109,GME,1514.0,GAMESTOP CORP (HLDG CO) CL A,170.73
20220406,36467W109,GME,51710.0,GAMESTOP CORP (HLDG CO) CL A,153.59
20220407,36467W109,GME,2934.0,GAMESTOP CORP (HLDG CO) CL A,156.64
20220408,36467W109,GME,4714.0,GAMESTOP CORP (HLDG CO) CL A,150.00
20220411,36467W109,GME,33769.0,GAMESTOP CORP (HLDG CO) CL A,146.19
20220412,36467W109,GME,2175.0,GAMESTOP CORP (HLDG CO) CL A,146.93
20220413,36467W109,GME,16672.0,GAMESTOP CORP (HLDG CO) CL A,144.87
20220414,36467W109,GME,37342.0,GAMESTOP CORP (HLDG CO) CL A,150.70
20220418,36467W109,GME,17137.0,GAMESTOP CORP (HLDG CO) CL A,150.77
20220419,36467W109,GME,57681.0,GAMESTOP CORP (HLDG CO) CL A,141.46
20220420,36467W109,GME,17674.0,GAMESTOP CORP (HLDG CO) CL A,152.47
20220421,36467W109,GME,17861.0,GAMESTOP CORP (HLDG CO) CL A,148.85
20220422,36467W109,GME,22057.0,GAMESTOP CORP (HLDG CO) CL A,141.56
20220425,36467W109,GME,49459.0,GAMESTOP CORP (HLDG CO) CL A,138.22
20220426,36467W109,GME,6212.0,GAMESTOP CORP (HLDG CO) CL A,135.95
20220427,36467W109,GME,6504.0,GAMESTOP CORP (HLDG CO) CL A,127.60
20220428,36467W109,GME,4084.0,GAMESTOP CORP (HLDG CO) CL A,129.84
20220429,36467W109,GME,2317.0,GAMESTOP CORP (HLDG CO) CL A,129.31
20220502,36467W109,GME,60.0,GAMESTOP CORP (HLDG CO) CL A,125.07
20220503,36467W109,GME,2494.0,GAMESTOP CORP (HLDG CO) CL A,119.57
20220504,36467W109,GME,39110.0,GAMESTOP CORP (HLDG CO) CL A,120.43
20220505,36467W109,GME,10828.0,GAMESTOP CORP (HLDG CO) CL A,127.08
20220506,36467W109,GME,4411.0,GAMESTOP CORP (HLDG CO) CL A,119.13
20220509,36467W109,GME,25617.0,GAMESTOP CORP (HLDG CO) CL A,114.70
20220510,36467W109,GME,2219.0,GAMESTOP CORP (HLDG CO) CL A,98.79
20220511,36467W109,GME,124436.0,GAMESTOP CORP (HLDG CO) CL A,93.50
20220512,36467W109,GME,8778.0,GAMESTOP CORP (HLDG CO) CL A,81.33
20220513,36467W109,GME,43194.0,GAMESTOP CORP (HLDG CO) CL A,89.57
20220516,36467W109,GME,374889.0,GAMESTOP CORP (HLDG CO) CL A,98.39
20220517,36467W109,GME,62168.0,GAMESTOP CORP (HLDG CO) CL A,91.80
20220518,36467W109,GME,60306.0,GAMESTOP CORP (HLDG CO) CL A,100.38
20220519,36467W109,GME,24954.0,GAMESTOP CORP (HLDG CO) CL A,91.48
20220520,36467W109,GME,20877.0,GAMESTOP CORP (HLDG CO) CL A,99.19
20220523,36467W109,GME,25506.0,GAMESTOP CORP (HLDG CO) CL A,95.66
20220524,36467W109,GME,170797.0,GAMESTOP CORP (HLDG CO) CL A,96.13
20220525,36467W109,GME,33424.0,GAMESTOP CORP (HLDG CO) CL A,89.15
20220526,36467W109,GME,97749.0,GAMESTOP CORP (HLDG CO) CL A,115.17
20220527,36467W109,GME,523209.0,GAMESTOP CORP (HLDG CO) CL A,128.46
20220531,36467W109,GME,744847.0,GAMESTOP CORP (HLDG CO) CL A,137.21
20220601,36467W109,GME,50664.0,GAMESTOP CORP (HLDG CO) CL A,124.74
20220602,36467W109,GME,81445.0,GAMESTOP CORP (HLDG CO) CL A,121.40
20220603,36467W109,GME,306267.0,GAMESTOP CORP (HLDG CO) CL A,134.00
20220606,36467W109,GME,502173.0,GAMESTOP CORP (HLDG CO) CL A,133.70
20220607,36467W109,GME,207561.0,GAMESTOP CORP (HLDG CO) CL A,128.10
20220608,36467W109,GME,120200.0,GAMESTOP CORP (HLDG CO) CL A,146.50
20220609,36467W109,GME,589494.0,GAMESTOP CORP (HLDG CO) CL A,138.73
20220610,36467W109,GME,643323.0,GAMESTOP CORP (HLDG CO) CL A,128.98
20220613,36467W109,GME,673554.0,GAMESTOP CORP (HLDG CO) CL A,129.09
20220614,36467W109,GME,433998.0,GAMESTOP CORP (HLDG CO) CL A,118.25
20220615,36467W109,GME,258840.0,GAMESTOP CORP (HLDG CO) CL A,126.17
20220616,36467W109,GME,135565.0,GAMESTOP CORP (HLDG CO) CL A,129.29
20220617,36467W109,GME,183339.0,GAMESTOP CORP (HLDG CO) CL A,125.73
20220621,36467W109,GME,77044.0,GAMESTOP CORP (HLDG CO) CL A,135.14
20220622,36467W109,GME,136602.0,GAMESTOP CORP (HLDG CO) CL A,140.28
20220623,36467W109,GME,81460.0,GAMESTOP CORP (HLDG CO) CL A,138.46
20220624,36467W109,GME,155252.0,GAMESTOP CORP (HLDG CO) CL A,142.02
20220627,36467W109,GME,178243.0,GAMESTOP CORP (HLDG CO) CL A,135.21
20220628,36467W109,GME,69907.0,GAMESTOP CORP (HLDG CO) CL A,129.69
20220629,36467W109,GME,109380.0,GAMESTOP CORP (HLDG CO) CL A,124.38
20220630,36467W109,GME,113856.0,GAMESTOP CORP (HLDG CO) CL A,122.86
20220701,36467W109,GME,87428.0,GAMESTOP CORP (HLDG CO) CL A,122.30
20220705,36467W109,GME,32642.0,GAMESTOP CORP (HLDG CO) CL A,123.42
20220706,36467W109,GME,16618.0,GAMESTOP CORP (HLDG CO) CL A,120.23
20220707,36467W109,GME,15553.0,GAMESTOP CORP (HLDG CO) CL A,117.43
20220708,36467W109,GME,54420.0,GAMESTOP CORP (HLDG CO) CL A,135.12
20220711,36467W109,GME,94817.0,GAMESTOP CORP (HLDG CO) CL A,128.54
20220712,36467W109,GME,115995.0,GAMESTOP CORP (HLDG CO) CL A,130.09
20220713,36467W109,GME,8987.0,GAMESTOP CORP (HLDG CO) CL A,137.12
20220714,36467W109,GME,226676.0,GAMESTOP CORP (HLDG CO) CL A,141.28
20220715,36467W109,GME,345860.0,GAMESTOP CORP (HLDG CO) CL A,136.20
20220718,36467W109,GME,340437.0,GAMESTOP CORP (HLDG CO) CL A,141.64
20220719,36467W109,GME,150208.0,GAMESTOP CORP (HLDG CO) CL A,146.64
20220720,36467W109,GME,161282.0,GAMESTOP CORP (HLDG CO) CL A,151.70
20220721,36467W109,GME,266632.0,GAMESTOP CORP (HLDG CO) CL A,158.75
20220722,36467W109,GME,276992.0,GAMESTOP CORP (HLDG CO) CL A,153.47
20220725,36467W109,GME,244731.0,GAMESTOP CORP (HLDG CO) CL A,143.12
20220726,36467W109,GME,1637150.0,GAMESTOP CORP (HLDG CO) CL A,33.98
20220727,36467W109,GME,340421.0,GAMESTOP CORP (HLDG CO) CL A,32.43
20220728,36467W109,GME,492809.0,GAMESTOP CORP (HLDG CO) CL A,33.78
20220729,36467W109,GME,96749.0,GAMESTOP CORP (HLDG CO) CL A,33.84
20220801,36467W109,GME,54504.0,GAMESTOP CORP (HLDG CO) CL A,34.01
20220802,36467W109,GME,391123.0,GAMESTOP CORP (HLDG CO) CL A,34.78
20220803,36467W109,GME,83535.0,GAMESTOP CORP (HLDG CO) CL A,35.84
20220804,36467W109,GME,176124.0,GAMESTOP CORP (HLDG CO) CL A,37.93
20220805,36467W109,GME,328412.0,GAMESTOP CORP (HLDG CO) CL A,38.36
20220808,36467W109,GME,73219.0,GAMESTOP CORP (HLDG CO) CL A,40.02
20220809,36467W109,GME,26404.0,GAMESTOP CORP (HLDG CO) CL A,43.45
20220810,36467W109,GME,62664.0,GAMESTOP CORP (HLDG CO) CL A,40.37
20220811,36467W109,GME,20895.0,GAMESTOP CORP (HLDG CO) CL A,40.53
20220812,36467W109,GME,236259.0,GAMESTOP CORP (HLDG CO) CL A,39.45
20220815,36467W109,GME,10418.0,GAMESTOP CORP (HLDG CO) CL A,40.74
20220816,36467W109,GME,21003.0,GAMESTOP CORP (HLDG CO) CL A,39.68
20220817,36467W109,GME,22727.0,GAMESTOP CORP (HLDG CO) CL A,42.19
20220818,36467W109,GME,69932.0,GAMESTOP CORP (HLDG CO) CL A,40.52
20220819,36467W109,GME,20959.0,GAMESTOP CORP (HLDG CO) CL A,37.93
20220822,36467W109,GME,27176.0,GAMESTOP CORP (HLDG CO) CL A,36.49
20220823,36467W109,GME,1.0,GAMESTOP CORP (HLDG CO) CL A,34.50
20220824,36467W109,GME,38532.0,GAMESTOP CORP (HLDG CO) CL A,33.53
20220825,36467W109,GME,163480.0,GAMESTOP CORP (HLDG CO) CL A,32.50
20220826,36467W109,GME,30409.0,GAMESTOP CORP (HLDG CO) CL A,31.96
20220829,36467W109,GME,4674.0,GAMESTOP CORP (HLDG CO) CL A,30.94
20220830,36467W109,GME,17906.0,GAMESTOP CORP (HLDG CO) CL A,31.55
20220831,36467W109,GME,1735.0,GAMESTOP CORP (HLDG CO) CL A,29.84
20220901,36467W109,GME,150913.0,GAMESTOP CORP (HLDG CO) CL A,28.64
20220902,36467W109,GME,64598.0,GAMESTOP CORP (HLDG CO) CL A,27.63
20220906,36467W109,GME,66624.0,GAMESTOP CORP (HLDG CO) CL A,27.36
20220907,36467W109,GME,63387.0,GAMESTOP CORP (HLDG CO) CL A,25.14
20220908,36467W109,GME,106279.0,GAMESTOP CORP (HLDG CO) CL A,24.04
20220909,36467W109,GME,14034.0,GAMESTOP CORP (HLDG CO) CL A,25.83
20220913,36467W109,GME,26228.0,GAMESTOP CORP (HLDG CO) CL A,29.24
20220914,36467W109,GME,43241.0,GAMESTOP CORP (HLDG CO) CL A,27.85
20220915,36467W109,GME,39854.0,GAMESTOP CORP (HLDG CO) CL A,28.13
20220916,36467W109,GME,19134.0,GAMESTOP CORP (HLDG CO) CL A,28.61
20220919,36467W109,GME,34872.0,GAMESTOP CORP (HLDG CO) CL A,28.64
20220920,36467W109,GME,37695.0,GAMESTOP CORP (HLDG CO) CL A,28.96
20220921,36467W109,GME,75.0,GAMESTOP CORP (HLDG CO) CL A,27.54
20220922,36467W109,GME,9081.0,GAMESTOP CORP (HLDG CO) CL A,26.86
20220923,36467W109,GME,8126.0,GAMESTOP CORP (HLDG CO) CL A,24.70
20220926,36467W109,GME,11845.0,GAMESTOP CORP (HLDG CO) CL A,25.04
20220927,36467W109,GME,5447.0,GAMESTOP CORP (HLDG CO) CL A,24.48
20220928,36467W109,GME,40245.0,GAMESTOP CORP (HLDG CO) CL A,26.13
20220929,36467W109,GME,19253.0,GAMESTOP CORP (HLDG CO) CL A,27.31
20220930,36467W109,GME,31108.0,GAMESTOP CORP (HLDG CO) CL A,25.46
20221003,36467W109,GME,36541.0,GAMESTOP CORP (HLDG CO) CL A,25.13
20221004,36467W109,GME,20121.0,GAMESTOP CORP (HLDG CO) CL A,25.38
20221005,36467W109,GME,56405.0,GAMESTOP CORP (HLDG CO) CL A,27.60
20221006,36467W109,GME,82512.0,GAMESTOP CORP (HLDG CO) CL A,26.39
20221007,36467W109,GME,87389.0,GAMESTOP CORP (HLDG CO) CL A,25.99
20221011,36467W109,GME,35963.0,GAMESTOP CORP (HLDG CO) CL A,25.00
20221012,36467W109,GME,4281.0,GAMESTOP CORP (HLDG CO) CL A,25.27
20221013,36467W109,GME,22130.0,GAMESTOP CORP (HLDG CO) CL A,25.36
20221014,36467W109,GME,18556.0,GAMESTOP CORP (HLDG CO) CL A,25.56
20221017,36467W109,GME,40799.0,GAMESTOP CORP (HLDG CO) CL A,24.63
20221018,36467W109,GME,6788.0,GAMESTOP CORP (HLDG CO) CL A,25.96
20221019,36467W109,GME,38955.0,GAMESTOP CORP (HLDG CO) CL A,26.67
20221020,36467W109,GME,28633.0,GAMESTOP CORP (HLDG CO) CL A,24.54
20221021,36467W109,GME,35359.0,GAMESTOP CORP (HLDG CO) CL A,24.41
20221024,36467W109,GME,21207.0,GAMESTOP CORP (HLDG CO) CL A,25.30
20221025,36467W109,GME,5212.0,GAMESTOP CORP (HLDG CO) CL A,24.71
20221027,36467W109,GME,178623.0,GAMESTOP CORP (HLDG CO) CL A,25.42
20221028,36467W109,GME,11345.0,GAMESTOP CORP (HLDG CO) CL A,25.93
20221031,36467W109,GME,3530.0,GAMESTOP CORP (HLDG CO) CL A,28.17
20221101,36467W109,GME,40500.0,GAMESTOP CORP (HLDG CO) CL A,28.31
20221102,36467W109,GME,49719.0,GAMESTOP CORP (HLDG CO) CL A,28.39
20221103,36467W109,GME,13475.0,GAMESTOP CORP (HLDG CO) CL A,26.62
20221104,36467W109,GME,31260.0,GAMESTOP CORP (HLDG CO) CL A,26.29
20221107,36467W109,GME,3003.0,GAMESTOP CORP (HLDG CO) CL A,26.51
20221108,36467W109,GME,258.0,GAMESTOP CORP (HLDG CO) CL A,25.76
20221109,36467W109,GME,888.0,GAMESTOP CORP (HLDG CO) CL A,25.14
20221110,36467W109,GME,18192.0,GAMESTOP CORP (HLDG CO) CL A,23.11
20221114,36467W109,GME,20237.0,GAMESTOP CORP (HLDG CO) CL A,26.10
20221115,36467W109,GME,59399.0,GAMESTOP CORP (HLDG CO) CL A,26.05
20221116,36467W109,GME,601.0,GAMESTOP CORP (HLDG CO) CL A,27.59
20221117,36467W109,GME,28670.0,GAMESTOP CORP (HLDG CO) CL A,27.14
20221118,36467W109,GME,17157.0,GAMESTOP CORP (HLDG CO) CL A,27.76
20221121,36467W109,GME,28296.0,GAMESTOP CORP (HLDG CO) CL A,27.60
20221122,36467W109,GME,146649.0,GAMESTOP CORP (HLDG CO) CL A,25.16
20221123,36467W109,GME,40473.0,GAMESTOP CORP (HLDG CO) CL A,26.30
20221125,36467W109,GME,27959.0,GAMESTOP CORP (HLDG CO) CL A,26.70
20221128,36467W109,GME,44778.0,GAMESTOP CORP (HLDG CO) CL A,26.17
20221129,36467W109,GME,4676.0,GAMESTOP CORP (HLDG CO) CL A,25.29
20221130,36467W109,GME,716.0,GAMESTOP CORP (HLDG CO) CL A,25.60
20221201,36467W109,GME,7996.0,GAMESTOP CORP (HLDG CO) CL A,26.21
20221202,36467W109,GME,1105.0,GAMESTOP CORP (HLDG CO) CL A,26.60
20221205,36467W109,GME,30760.0,GAMESTOP CORP (HLDG CO) CL A,27.52
20221206,36467W109,GME,28469.0,GAMESTOP CORP (HLDG CO) CL A,25.56
20221207,36467W109,GME,2508.0,GAMESTOP CORP (HLDG CO) CL A,23.39
20221209,36467W109,GME,24470.0,GAMESTOP CORP (HLDG CO) CL A,24.79
20221212,36467W109,GME,86502.0,GAMESTOP CORP (HLDG CO) CL A,22.63
20221213,36467W109,GME,34522.0,GAMESTOP CORP (HLDG CO) CL A,22.67
20221214,36467W109,GME,3096.0,GAMESTOP CORP (HLDG CO) CL A,21.00
20221215,36467W109,GME,9819.0,GAMESTOP CORP (HLDG CO) CL A,21.05
20221216,36467W109,GME,27359.0,GAMESTOP CORP (HLDG CO) CL A,20.58
20221219,36467W109,GME,123059.0,GAMESTOP CORP (HLDG CO) CL A,20.80
20221220,36467W109,GME,597420.0,GAMESTOP CORP (HLDG CO) CL A,19.92
20221221,36467W109,GME,305223.0,GAMESTOP CORP (HLDG CO) CL A,20.26
20221222,36467W109,GME,596488.0,GAMESTOP CORP (HLDG CO) CL A,20.56
20221223,36467W109,GME,411456.0,GAMESTOP CORP (HLDG CO) CL A,19.81
20221227,36467W109,GME,132358.0,GAMESTOP CORP (HLDG CO) CL A,20.08
20221228,36467W109,GME,239808.0,GAMESTOP CORP (HLDG CO) CL A,18.20
20221229,36467W109,GME,262826.0,GAMESTOP CORP (HLDG CO) CL A,17.92
20221230,36467W109,GME,101825.0,GAMESTOP CORP (HLDG CO) CL A,18.33
20230103,36467W109,GME,310572.0,GAMESTOP CORP (HLDG CO) CL A,18.46
20230104,36467W109,GME,215679.0,GAMESTOP CORP (HLDG CO) CL A,17.20
20230105,36467W109,GME,164325.0,GAMESTOP CORP (HLDG CO) CL A,17.32
20230106,36467W109,GME,6305.0,GAMESTOP CORP (HLDG CO) CL A,16.22
20230109,36467W109,GME,66520.0,GAMESTOP CORP (HLDG CO) CL A,16.46
20230110,36467W109,GME,28732.0,GAMESTOP CORP (HLDG CO) CL A,16.38
20230111,36467W109,GME,37587.0,GAMESTOP CORP (HLDG CO) CL A,17.77
20230112,36467W109,GME,34980.0,GAMESTOP CORP (HLDG CO) CL A,19.04
20230113,36467W109,GME,26102.0,GAMESTOP CORP (HLDG CO) CL A,20.63
20230117,36467W109,GME,108475.0,GAMESTOP CORP (HLDG CO) CL A,20.49
20230118,36467W109,GME,197495.0,GAMESTOP CORP (HLDG CO) CL A,21.80
20230119,36467W109,GME,268870.0,GAMESTOP CORP (HLDG CO) CL A,20.79
20230120,36467W109,GME,127556.0,GAMESTOP CORP (HLDG CO) CL A,19.04
20230123,36467W109,GME,70432.0,GAMESTOP CORP (HLDG CO) CL A,19.61
20230124,36467W109,GME,102735.0,GAMESTOP CORP (HLDG CO) CL A,21.66
20230125,36467W109,GME,100986.0,GAMESTOP CORP (HLDG CO) CL A,21.40
20230126,36467W109,GME,69337.0,GAMESTOP CORP (HLDG CO) CL A,20.23
20230127,36467W109,GME,167715.0,GAMESTOP CORP (HLDG CO) CL A,20.01
20230130,36467W109,GME,22983.0,GAMESTOP CORP (HLDG CO) CL A,22.82
20230131,36467W109,GME,104164.0,GAMESTOP CORP (HLDG CO) CL A,21.25
20230201,36467W109,GME,43242.0,GAMESTOP CORP (HLDG CO) CL A,21.87
20230202,36467W109,GME,77079.0,GAMESTOP CORP (HLDG CO) CL A,21.83
20230203,36467W109,GME,5852.0,GAMESTOP CORP (HLDG CO) CL A,22.70
20230206,36467W109,GME,167984.0,GAMESTOP CORP (HLDG CO) CL A,22.25
20230207,36467W109,GME,91209.0,GAMESTOP CORP (HLDG CO) CL A,23.86
20230208,36467W109,GME,66290.0,GAMESTOP CORP (HLDG CO) CL A,21.22
20230209,36467W109,GME,241118.0,GAMESTOP CORP (HLDG CO) CL A,21.10
20230213,36467W109,GME,12979.0,GAMESTOP CORP (HLDG CO) CL A,19.27
20230214,36467W109,GME,14177.0,GAMESTOP CORP (HLDG CO) CL A,19.69
20230215,36467W109,GME,36745.0,GAMESTOP CORP (HLDG CO) CL A,19.87
20230216,36467W109,GME,4413.0,GAMESTOP CORP (HLDG CO) CL A,21.80
20230217,36467W109,GME,245596.0,GAMESTOP CORP (HLDG CO) CL A,21.60
20230221,36467W109,GME,20529.0,GAMESTOP CORP (HLDG CO) CL A,21.99
20230222,36467W109,GME,28404.0,GAMESTOP CORP (HLDG CO) CL A,20.66
20230223,36467W109,GME,15877.0,GAMESTOP CORP (HLDG CO) CL A,20.52
20230224,36467W109,GME,23229.0,GAMESTOP CORP (HLDG CO) CL A,20.14
20230302,36467W109,GME,21815.0,GAMESTOP CORP (HLDG CO) CL A,18.15
20230303,36467W109,GME,9935.0,GAMESTOP CORP (HLDG CO) CL A,18.19
20230306,36467W109,GME,919.0,GAMESTOP CORP (HLDG CO) CL A,18.70
20230307,36467W109,GME,22600.0,GAMESTOP CORP (HLDG CO) CL A,18.65
20230308,36467W109,GME,1619.0,GAMESTOP CORP (HLDG CO) CL A,18.06
20230310,36467W109,GME,1789.0,GAMESTOP CORP (HLDG CO) CL A,17.52
20230313,36467W109,GME,1539.0,GAMESTOP CORP (HLDG CO) CL A,17.25
20230314,36467W109,GME,28513.0,GAMESTOP CORP (HLDG CO) CL A,16.75
20230315,36467W109,GME,9756.0,GAMESTOP CORP (HLDG CO) CL A,16.91
20230316,36467W109,GME,183159.0,GAMESTOP CORP (HLDG CO) CL A,15.95
20230317,36467W109,GME,175213.0,GAMESTOP CORP (HLDG CO) CL A,16.76
20230320,36467W109,GME,80666.0,GAMESTOP CORP (HLDG CO) CL A,16.60
20230321,36467W109,GME,139946.0,GAMESTOP CORP (HLDG CO) CL A,16.87
20230322,36467W109,GME,159820.0,GAMESTOP CORP (HLDG CO) CL A,17.65
20230323,36467W109,GME,209129.0,GAMESTOP CORP (HLDG CO) CL A,23.87
20230324,36467W109,GME,624571.0,GAMESTOP CORP (HLDG CO) CL A,22.58
20230327,36467W109,GME,476428.0,GAMESTOP CORP (HLDG CO) CL A,23.98
20230328,36467W109,GME,103297.0,GAMESTOP CORP (HLDG CO) CL A,23.00
20230329,36467W109,GME,137770.0,GAMESTOP CORP (HLDG CO) CL A,23.15
20230330,36467W109,GME,57685.0,GAMESTOP CORP (HLDG CO) CL A,22.46
20230331,36467W109,GME,114870.0,GAMESTOP CORP (HLDG CO) CL A,22.50
20230403,36467W109,GME,175430.0,GAMESTOP CORP (HLDG CO) CL A,23.02
20230404,36467W109,GME,12657.0,GAMESTOP CORP (HLDG CO) CL A,23.17
20230405,36467W109,GME,35767.0,GAMESTOP CORP (HLDG CO) CL A,22.35
20230406,36467W109,GME,9083.0,GAMESTOP CORP (HLDG CO) CL A,22.07
20230410,36467W109,GME,15619.0,GAMESTOP CORP (HLDG CO) CL A,22.40
20230411,36467W109,GME,12667.0,GAMESTOP CORP (HLDG CO) CL A,22.37
20230412,36467W109,GME,86582.0,GAMESTOP CORP (HLDG CO) CL A,22.69
20230413,36467W109,GME,28399.0,GAMESTOP CORP (HLDG CO) CL A,22.26
20230414,36467W109,GME,37712.0,GAMESTOP CORP (HLDG CO) CL A,22.55
20230417,36467W109,GME,4576.0,GAMESTOP CORP (HLDG CO) CL A,22.46
20230418,36467W109,GME,17587.0,GAMESTOP CORP (HLDG CO) CL A,22.28
20230419,36467W109,GME,17345.0,GAMESTOP CORP (HLDG CO) CL A,21.61
20230421,36467W109,GME,149212.0,GAMESTOP CORP (HLDG CO) CL A,20.22
20230424,36467W109,GME,111485.0,GAMESTOP CORP (HLDG CO) CL A,20.49
20230425,36467W109,GME,49156.0,GAMESTOP CORP (HLDG CO) CL A,19.93
20230426,36467W109,GME,26693.0,GAMESTOP CORP (HLDG CO) CL A,19.00
20230427,36467W109,GME,5.0,GAMESTOP CORP (HLDG CO) CL A,18.65
20230428,36467W109,GME,40.0,GAMESTOP CORP (HLDG CO) CL A,18.94
20230501,36467W109,GME,5257.0,GAMESTOP CORP (HLDG CO) CL A,19.29
20230502,36467W109,GME,17122.0,GAMESTOP CORP (HLDG CO) CL A,18.55
20230503,36467W109,GME,2646.0,GAMESTOP CORP (HLDG CO) CL A,18.58
20230504,36467W109,GME,64280.0,GAMESTOP CORP (HLDG CO) CL A,18.90
20230505,36467W109,GME,17071.0,GAMESTOP CORP (HLDG CO) CL A,19.35
20230508,36467W109,GME,30434.0,GAMESTOP CORP (HLDG CO) CL A,20.42
20230509,36467W109,GME,75872.0,GAMESTOP CORP (HLDG CO) CL A,20.51
20230510,36467W109,GME,132481.0,GAMESTOP CORP (HLDG CO) CL A,20.24
20230511,36467W109,GME,38843.0,GAMESTOP CORP (HLDG CO) CL A,20.76
20230512,36467W109,GME,17127.0,GAMESTOP CORP (HLDG CO) CL A,20.88
20230515,36467W109,GME,28621.0,GAMESTOP CORP (HLDG CO) CL A,20.69
20230516,36467W109,GME,88291.0,GAMESTOP CORP (HLDG CO) CL A,21.62
20230517,36467W109,GME,5263.0,GAMESTOP CORP (HLDG CO) CL A,21.99
20230518,36467W109,GME,35760.0,GAMESTOP CORP (HLDG CO) CL A,22.87
20230519,36467W109,GME,22247.0,GAMESTOP CORP (HLDG CO) CL A,23.05
20230522,36467W109,GME,11366.0,GAMESTOP CORP (HLDG CO) CL A,22.06
20230523,36467W109,GME,16528.0,GAMESTOP CORP (HLDG CO) CL A,24.21
20230524,36467W109,GME,67596.0,GAMESTOP CORP (HLDG CO) CL A,23.16
20230525,36467W109,GME,11050.0,GAMESTOP CORP (HLDG CO) CL A,23.27
20230526,36467W109,GME,175.0,GAMESTOP CORP (HLDG CO) CL A,23.35
20230531,36467W109,GME,23933.0,GAMESTOP CORP (HLDG CO) CL A,24.57
20230601,36467W109,GME,53080.0,GAMESTOP CORP (HLDG CO) CL A,24.05
20230605,36467W109,GME,11.0,GAMESTOP CORP (HLDG CO) CL A,24.64
20230606,36467W109,GME,57640.0,GAMESTOP CORP (HLDG CO) CL A,24.31
20230607,36467W109,GME,731.0,GAMESTOP CORP (HLDG CO) CL A,24.69
20230608,36467W109,GME,76320.0,GAMESTOP CORP (HLDG CO) CL A,26.11
20230609,36467W109,GME,338582.0,GAMESTOP CORP (HLDG CO) CL A,21.44
20230612,36467W109,GME,121618.0,GAMESTOP CORP (HLDG CO) CL A,22.68
20230613,36467W109,GME,14245.0,GAMESTOP CORP (HLDG CO) CL A,24.30
20230614,36467W109,GME,121198.0,GAMESTOP CORP (HLDG CO) CL A,26.95
20230615,36467W109,GME,152963.0,GAMESTOP CORP (HLDG CO) CL A,25.70
20230616,36467W109,GME,6200.0,GAMESTOP CORP (HLDG CO) CL A,24.84
20230620,36467W109,GME,37343.0,GAMESTOP CORP (HLDG CO) CL A,24.56
20230621,36467W109,GME,322377.0,GAMESTOP CORP (HLDG CO) CL A,24.58
20230622,36467W109,GME,37704.0,GAMESTOP CORP (HLDG CO) CL A,24.43
20230623,36467W109,GME,52706.0,GAMESTOP CORP (HLDG CO) CL A,24.32
20230626,36467W109,GME,7134.0,GAMESTOP CORP (HLDG CO) CL A,23.70
20230627,36467W109,GME,15489.0,GAMESTOP CORP (HLDG CO) CL A,23.02
20230628,36467W109,GME,1040.0,GAMESTOP CORP (HLDG CO) CL A,23.58
20230630,36467W109,GME,68260.0,GAMESTOP CORP (HLDG CO) CL A,24.90
20230703,36467W109,GME,55386.0,GAMESTOP CORP (HLDG CO) CL A,24.25
20230705,36467W109,GME,7534.0,GAMESTOP CORP (HLDG CO) CL A,24.91
20230706,36467W109,GME,773.0,GAMESTOP CORP (HLDG CO) CL A,23.90
20230707,36467W109,GME,11717.0,GAMESTOP CORP (HLDG CO) CL A,22.83
20230710,36467W109,GME,5643.0,GAMESTOP CORP (HLDG CO) CL A,22.71
20230711,36467W109,GME,147.0,GAMESTOP CORP (HLDG CO) CL A,23.54
20230712,36467W109,GME,14084.0,GAMESTOP CORP (HLDG CO) CL A,23.91
20230713,36467W109,GME,20882.0,GAMESTOP CORP (HLDG CO) CL A,23.44
20230714,36467W109,GME,8274.0,GAMESTOP CORP (HLDG CO) CL A,23.46
