Date,Close/Last,Volume,Open,High,Low
02/28/2024,$16.93,5442134,$17.11,$17.41,$16.87
02/27/2024,$17.24,9662090,$16.78,$17.53,$16.55
02/26/2024,$16.60,9952220,$16.14,$16.87,$16.10
02/23/2024,$16.09,10920440,$16.10,$16.3599,$15.78
02/22/2024,$16.08,8077346,$16.33,$16.375,$15.88
02/21/2024,$16.04,9598742,$16.38,$16.45,$15.8403
02/20/2024,$16.50,7604118,$16.80,$16.95,$16.50
02/16/2024,$16.80,8571135,$17.26,$17.3499,$16.70
02/15/2024,$17.46,6123170,$17.48,$17.745,$17.2718
02/14/2024,$17.44,5249674,$16.90,$17.45,$16.7602
02/13/2024,$16.72,8382367,$16.97,$17.205,$16.555
02/12/2024,$17.53,6566122,$17.55,$17.875,$17.37
02/09/2024,$17.40,9063502,$16.75,$17.525,$16.69
02/08/2024,$16.58,8346819,$16.90,$17.31,$16.5406
02/07/2024,$16.93,5582097,$17.07,$17.11,$16.79
02/06/2024,$17.13,6406416,$16.92,$17.2816,$16.71
02/05/2024,$16.93,9033894,$17.50,$17.52,$16.79
02/02/2024,$17.83,7411401,$17.51,$18.05,$17.25
02/01/2024,$17.90,7787602,$18.00,$18.245,$17.41
01/31/2024,$17.82,7492570,$18.25,$18.615,$17.80
01/30/2024,$18.36,9709160,$19.16,$19.35,$18.34
01/29/2024,$19.48,8658202,$19.38,$19.53,$18.725
01/26/2024,$19.38,6091102,$19.80,$20.21,$19.36
01/25/2024,$19.87,6868167,$19.52,$19.91,$19.15
01/24/2024,$19.45,6007122,$20.30,$20.40,$19.44
01/23/2024,$19.85,7129114,$20.11,$20.705,$19.68
01/22/2024,$19.64,6521271,$19.52,$20.415,$19.41
01/19/2024,$19.35,6592401,$19.37,$19.59,$19.03
01/18/2024,$19.28,7345353,$19.28,$19.38,$18.66
01/17/2024,$18.99,7803584,$18.50,$19.00,$18.235
01/16/2024,$18.77,9778509,$19.00,$19.14,$18.33
01/12/2024,$19.14,12514680,$20.29,$20.45,$19.035
01/11/2024,$20.03,18378170,$20.60,$20.76,$19.59
01/10/2024,$19.94,17438010,$19.80,$20.498,$19.77
01/09/2024,$21.15,9349149,$20.50,$21.90,$20.45
01/08/2024,$20.69,6493241,$20.49,$20.8436,$20.18
01/05/2024,$20.43,5892981,$20.38,$21.01,$20.17
01/04/2024,$20.73,6583392,$20.77,$21.185,$20.64
01/03/2024,$20.88,9263580,$21.84,$21.95,$20.84
01/02/2024,$22.35,11172950,$23.20,$23.54,$22.14
12/29/2023,$23.63,9002550,$24.39,$24.758,$23.57
12/28/2023,$24.60,6636516,$24.53,$24.855,$24.23
12/27/2023,$24.71,8357199,$23.95,$24.855,$23.71
12/26/2023,$23.76,8307944,$24.60,$24.65,$23.53
12/22/2023,$24.44,11941420,$24.72,$25.24,$23.57
12/21/2023,$25.06,11609250,$24.02,$25.08,$23.685
12/20/2023,$23.40,13150170,$23.36,$23.97,$23.05
12/19/2023,$23.68,18514240,$22.73,$23.74,$22.45
12/18/2023,$21.68,12172250,$21.02,$22.26,$20.70
12/15/2023,$21.04,20556160,$21.13,$21.60,$20.50
12/14/2023,$20.19,18587060,$21.44,$22.2901,$20.11
12/13/2023,$20.46,13248750,$19.80,$20.48,$18.71
12/12/2023,$19.80,9412846,$20.10,$20.3352,$19.17
12/11/2023,$20.26,13483670,$19.55,$20.83,$19.34
12/08/2023,$19.34,14383070,$19.58,$19.5993,$18.51
12/07/2023,$19.23,36773830,$17.022,$19.37,$16.86
12/06/2023,$19.35,20304660,$18.68,$19.872,$18.68
12/05/2023,$18.42,9522548,$18.43,$18.8097,$18.02
12/04/2023,$18.71,11959750,$18.24,$19.73,$18.23
12/01/2023,$18.32,11769420,$17.52,$18.425,$17.10
11/30/2023,$17.42,14931030,$17.80,$17.895,$17.22
11/29/2023,$17.73,10110830,$18.77,$19.12,$17.73
11/28/2023,$18.72,9054180,$18.27,$18.84,$18.16
11/27/2023,$18.34,18083030,$20.20,$20.2105,$18.32
11/24/2023,$20.29,2118350,$20.35,$20.625,$20.2301
11/22/2023,$20.45,3932366,$20.67,$20.92,$20.34
11/21/2023,$20.70,5697321,$20.32,$20.93,$20.21
11/20/2023,$20.58,4562041,$20.42,$21.10,$20.36
11/17/2023,$20.52,3957101,$20.20,$20.8899,$20.11
11/16/2023,$19.95,4880476,$20.76,$20.91,$19.75
11/15/2023,$21.13,7150349,$20.35,$21.64,$20.31
11/14/2023,$20.17,7738924,$20.36,$21.04,$19.9501
11/13/2023,$19.41,4131663,$19.79,$19.88,$19.33
11/10/2023,$19.96,5333903,$19.78,$19.98,$19.02
11/09/2023,$19.89,6379788,$21.10,$21.46,$19.81
11/08/2023,$20.97,4138537,$20.85,$21.37,$20.521
11/07/2023,$21.04,4374892,$20.70,$21.065,$20.38
11/06/2023,$20.64,4898246,$21.00,$21.18,$20.3016
11/03/2023,$21.13,7455599,$20.55,$21.197,$20.43
11/02/2023,$20.04,6413359,$19.65,$20.08,$19.23
11/01/2023,$19.14,7156421,$19.26,$19.43,$18.68
10/31/2023,$19.33,8745703,$19.42,$19.51,$18.78
10/30/2023,$18.58,5457453,$18.18,$18.59,$17.87
10/27/2023,$18.02,8384638,$18.08,$18.56,$17.935
10/26/2023,$17.98,8930796,$16.79,$18.06,$16.73
10/25/2023,$16.87,5386610,$16.97,$17.10,$16.60
10/24/2023,$17.12,5140673,$16.97,$17.40,$16.90
10/23/2023,$16.84,5389288,$16.61,$17.365,$16.56
10/20/2023,$16.80,4888003,$16.81,$16.97,$16.53
10/19/2023,$16.86,7076355,$17.09,$17.459,$16.75
10/18/2023,$17.20,6301108,$18.24,$18.265,$17.14
10/17/2023,$18.36,6812969,$17.23,$18.50,$17.18
10/16/2023,$17.49,6227956,$16.90,$17.725,$16.59
10/13/2023,$17.00,8503762,$17.10,$17.3532,$16.755
10/12/2023,$17.36,9119420,$18.94,$18.97,$17.32
10/11/2023,$18.79,4011102,$18.78,$19.10,$18.465
10/10/2023,$18.74,5724658,$18.40,$19.02,$18.34
10/09/2023,$18.36,4882689,$18.42,$18.63,$18.19
10/06/2023,$18.75,7172919,$18.14,$19.05,$18.07
10/05/2023,$18.45,5677289,$18.36,$18.48,$17.765
10/04/2023,$18.31,5279150,$18.22,$18.39,$17.92
10/03/2023,$18.02,5679851,$18.44,$18.65,$17.76
10/02/2023,$18.59,6902789,$18.20,$18.68,$17.8187
09/29/2023,$18.26,6591777,$18.49,$18.63,$18.125
09/28/2023,$18.27,6986020,$17.57,$18.37,$17.51
09/27/2023,$17.67,5492804,$17.79,$17.97,$17.53
09/26/2023,$17.68,6448351,$18.17,$18.26,$17.65
09/25/2023,$18.29,6816871,$18.03,$18.335,$17.85
09/22/2023,$18.14,6690204,$18.38,$18.55,$17.90
09/21/2023,$18.16,7854108,$18.18,$18.41,$17.96
09/20/2023,$18.41,12624430,$19.08,$19.21,$18.365
09/19/2023,$19.45,8594926,$19.01,$19.69,$18.90
09/18/2023,$19.20,10753140,$20.05,$20.15,$19.18
09/15/2023,$20.15,13043980,$21.27,$21.27,$20.08
09/14/2023,$21.27,6130455,$21.49,$21.6599,$21.05
09/13/2023,$21.51,5200425,$21.86,$22.05,$21.49
09/12/2023,$21.90,5114174,$22.20,$22.55,$21.87
09/11/2023,$22.35,6382290,$23.15,$23.24,$22.28
09/08/2023,$22.99,5337049,$23.37,$23.71,$22.97
09/07/2023,$23.58,7381702,$23.88,$24.0483,$23.16
09/06/2023,$24.42,6808098,$24.52,$25.46,$24.29
09/05/2023,$24.41,8357601,$24.61,$25.2899,$24.102
09/01/2023,$24.67,9853084,$24.19,$24.80,$24.005
08/31/2023,$23.98,24887770,$25.00,$25.16,$23.03
08/30/2023,$27.33,12280680,$27.49,$27.73,$26.83
08/29/2023,$27.28,6520605,$26.17,$27.70,$26.15
08/28/2023,$26.10,4298886,$26.00,$26.22,$25.78
08/25/2023,$25.76,4228241,$25.85,$25.935,$25.29
08/24/2023,$25.76,5341856,$25.96,$26.105,$25.57
08/23/2023,$26.18,4494523,$26.69,$26.82,$26.14
08/22/2023,$26.69,3965048,$27.50,$27.66,$26.64
08/21/2023,$27.42,4857427,$27.31,$27.96,$27.17
08/18/2023,$27.49,5168098,$27.00,$27.92,$26.91
08/17/2023,$27.64,3993902,$28.45,$28.5025,$27.54
08/16/2023,$28.33,5769547,$29.20,$29.28,$28.24
08/15/2023,$29.32,3772903,$30.01,$30.25,$29.32
08/14/2023,$30.22,4670535,$30.72,$30.98,$29.89
08/11/2023,$30.89,3047940,$30.74,$31.26,$30.65
08/10/2023,$31.11,2979796,$30.81,$31.58,$30.60
08/09/2023,$30.51,3467652,$31.46,$31.61,$30.42
08/08/2023,$31.23,4824202,$31.75,$31.87,$31.00
08/07/2023,$32.13,3382200,$32.40,$32.90,$31.65
08/04/2023,$32.47,2666796,$33.02,$33.19,$32.22
08/03/2023,$32.77,3202423,$32.25,$32.92,$31.76
08/02/2023,$32.42,2715653,$32.95,$33.01,$32.29
08/01/2023,$33.56,2652012,$33.50,$33.76,$33.0989
07/31/2023,$33.90,2452104,$33.85,$34.37,$33.7125
07/28/2023,$33.61,2909893,$33.11,$33.66,$33.0101
07/27/2023,$32.71,5062953,$34.11,$34.43,$32.425
07/26/2023,$33.54,4471497,$33.52,$33.856,$32.905
07/25/2023,$33.77,3817670,$33.95,$34.42,$33.54
07/24/2023,$33.89,5839285,$35.13,$35.22,$33.805
07/21/2023,$35.32,6345296,$36.05,$36.09,$34.63
07/20/2023,$35.17,6744240,$37.69,$37.75,$35.08
07/19/2023,$38.04,9098569,$38.31,$38.95,$37.58
07/18/2023,$38.07,6301316,$38.00,$38.25,$37.67
07/17/2023,$37.90,11563350,$39.36,$39.46,$37.20
07/14/2023,$37.99,2957178,$37.64,$38.95,$37.57
07/13/2023,$37.69,3835293,$37.65,$38.449,$37.53
07/12/2023,$37.38,4098384,$38.95,$39.01,$36.93
07/11/2023,$38.57,3849980,$37.06,$38.95,$36.95
07/10/2023,$36.90,3125585,$36.72,$37.65,$36.2872
07/07/2023,$36.70,2264581,$36.78,$37.31,$36.55
07/06/2023,$36.77,3122747,$38.01,$38.1399,$36.47
07/05/2023,$37.80,3742354,$38.35,$38.40,$36.43
07/03/2023,$38.40,1920965,$39.30,$39.40,$38.33
06/30/2023,$39.47,2099459,$38.96,$39.785,$38.82
06/29/2023,$38.67,1848809,$39.15,$39.42,$38.28
06/28/2023,$39.01,3553217,$38.93,$40.22,$38.76
06/27/2023,$38.59,2049318,$38.57,$38.84,$38.23
06/26/2023,$38.03,2661916,$39.00,$39.8399,$38.00
06/23/2023,$39.25,3268683,$37.85,$39.595,$37.58
06/22/2023,$38.70,2249330,$38.27,$39.01,$37.59
06/21/2023,$38.20,2092884,$38.58,$39.04,$37.88
06/20/2023,$38.34,3031939,$39.31,$39.95,$38.275
06/16/2023,$39.64,3985942,$40.65,$40.78,$38.95
06/15/2023,$40.52,4944160,$39.11,$40.78,$38.38
06/14/2023,$39.71,3822877,$39.60,$40.30,$39.0632
06/13/2023,$39.62,4049912,$38.79,$39.965,$38.50
06/12/2023,$38.21,4425794,$37.27,$38.69,$37.18
06/09/2023,$36.80,3464868,$38.275,$38.69,$36.78
06/08/2023,$37.85,2981961,$36.58,$38.025,$36.58
06/07/2023,$36.74,4394164,$38.57,$38.64,$36.33
06/06/2023,$38.31,4665792,$36.93,$38.99,$36.75
06/05/2023,$36.80,4308396,$35.51,$37.16,$35.44
06/02/2023,$35.51,7355919,$36.21,$36.49,$34.87
06/01/2023,$35.85,24921300,$35.425,$37.49,$35.23
05/31/2023,$29.49,9168655,$30.00,$30.21,$29.10
05/30/2023,$30.20,4026574,$31.19,$31.60,$30.12
05/26/2023,$30.50,3166271,$30.25,$31.01,$29.77
05/25/2023,$30.16,3001499,$31.89,$31.97,$30.15
05/24/2023,$31.58,5497282,$32.02,$32.315,$30.18
05/23/2023,$32.04,3016166,$32.03,$33.10,$31.95
05/22/2023,$32.50,3448290,$31.64,$32.57,$31.64
05/19/2023,$31.64,4876486,$33.54,$33.68,$31.62
05/18/2023,$33.78,1749626,$33.84,$34.23,$33.37
05/17/2023,$34.01,2036161,$33.74,$34.165,$33.14
05/16/2023,$33.61,2051588,$34.13,$34.415,$33.37
05/15/2023,$34.65,3043082,$34.01,$34.79,$33.80
05/12/2023,$33.93,3374077,$35.46,$35.8083,$33.73
05/11/2023,$35.06,3423714,$34.19,$35.14,$33.951
05/10/2023,$34.00,2834087,$33.42,$34.35,$33.365
05/09/2023,$33.01,2081031,$33.02,$33.48,$32.91
05/08/2023,$33.41,2310740,$33.27,$33.63,$32.54
05/05/2023,$33.12,6785346,$32.40,$33.47,$32.25
05/04/2023,$32.05,2261677,$32.15,$32.21,$31.07
05/03/2023,$32.04,4302265,$32.25,$32.70,$31.25
05/02/2023,$31.10,2620621,$31.19,$31.415,$30.34
05/01/2023,$31.45,2480181,$31.04,$31.68,$30.87
04/28/2023,$31.01,3683639,$31.02,$31.955,$30.7301
04/27/2023,$31.47,3312505,$31.29,$31.96,$30.71
04/26/2023,$31.00,3158308,$31.53,$31.90,$30.83
04/25/2023,$31.25,3085455,$33.12,$33.22,$31.24
04/24/2023,$33.48,3379589,$32.90,$33.49,$32.63
04/21/2023,$32.87,2002838,$32.75,$33.02,$32.33
04/20/2023,$32.81,3322360,$32.33,$32.84,$31.92
04/19/2023,$32.95,4994284,$32.50,$33.02,$31.76
04/18/2023,$32.66,4150213,$34.04,$34.04,$32.62
04/17/2023,$33.67,6730990,$34.98,$34.98,$33.1017
04/14/2023,$34.28,4043420,$34.77,$34.85,$33.83
04/13/2023,$34.85,2599468,$34.90,$35.30,$34.39
04/12/2023,$34.39,2767593,$36.04,$36.33,$34.34
04/11/2023,$35.58,4211472,$35.66,$36.31,$35.0201
04/10/2023,$35.23,3140313,$34.51,$36.47,$34.51
04/06/2023,$35.21,3942951,$34.92,$36.089,$34.135
04/05/2023,$35.17,2945938,$35.73,$35.975,$34.4561
04/04/2023,$36.15,3292519,$37.79,$37.8897,$35.92
04/03/2023,$37.14,3020720,$37.04,$37.275,$35.925
03/31/2023,$37.38,4226179,$37.08,$38.25,$36.61
03/30/2023,$36.88,4926101,$37.80,$38.73,$36.315
03/29/2023,$37.30,4785650,$35.94,$37.31,$35.87
03/28/2023,$35.54,4412041,$34.35,$35.77,$34.295
03/27/2023,$34.38,4460145,$33.93,$34.61,$33.51
03/24/2023,$33.59,8376433,$34.88,$35.70,$32.94
03/23/2023,$34.93,18868150,$36.20,$36.80,$33.81
03/22/2023,$37.76,10285330,$39.49,$39.5248,$37.61
03/21/2023,$39.88,4256033,$38.49,$40.57,$38.41
03/20/2023,$38.00,4389109,$38.31,$38.50,$37.295
03/17/2023,$38.61,4715483,$39.18,$40.24,$38.32
03/16/2023,$38.74,4830019,$38.04,$38.96,$36.6165
03/15/2023,$38.16,5264116,$37.72,$38.22,$36.02
03/14/2023,$38.60,4395089,$40.12,$40.49,$37.72
03/13/2023,$39.26,4024740,$38.32,$40.84,$36.73
