Date,Close/Last,Volume,Open,High,Low
03/09/2023,$206.00,172,$206.20,$206.20,$205.90
03/08/2023,$205.70,N/A,$205.70,$205.70,$205.70
03/07/2023,$205.70,7791,$205.40,$205.80,$205.40
03/06/2023,$205.40,87,$205.60,$205.60,$205.40
03/03/2023,$205.40,2699,$205.20,$205.40,$205.20
03/02/2023,$205.10,525,$204.80,$205.20,$204.80
03/01/2023,$205.37,N/A,$205.37,$205.37,$205.37
02/28/2023,$205.37,N/A,$205.37,$205.37,$205.37
02/27/2023,$205.37,14,$205.37,$205.37,$205.37
02/24/2023,$205.20,N/A,$205.20,$205.20,$205.20
02/23/2023,$205.20,10,$205.20,$205.20,$205.20
02/22/2023,$205.20,105,$204.80,$205.20,$204.80
02/21/2023,$205.20,13,$205.20,$205.20,$205.20
02/17/2023,$205.00,24,$205.20,$205.20,$205.00
02/16/2023,$205.00,30,$205.00,$205.20,$205.00
02/15/2023,$205.20,15,$205.00,$205.20,$205.00
02/14/2023,$205.20,35,$205.00,$205.20,$205.00
02/13/2023,$205.20,142,$205.20,$205.20,$205.00
02/10/2023,$205.00,8,$205.00,$205.00,$205.00
02/09/2023,$205.00,N/A,$205.00,$205.00,$205.00
02/08/2023,$205.00,N/A,$205.00,$205.00,$205.00
02/07/2023,$205.00,N/A,$205.00,$205.00,$205.00
02/06/2023,$205.00,64,$205.00,$205.00,$204.80
02/03/2023,$205.20,N/A,$205.20,$205.20,$205.20
02/02/2023,$205.20,N/A,$205.20,$205.20,$205.20
02/01/2023,$205.20,46,$205.20,$205.20,$205.196
01/31/2023,$205.60,N/A,$205.60,$205.60,$205.60
01/30/2023,$205.60,15,$205.60,$205.60,$205.60
01/27/2023,$204.70,N/A,$204.70,$204.70,$204.70
01/26/2023,$204.70,N/A,$204.70,$204.70,$204.70
01/25/2023,$204.70,N/A,$204.70,$204.70,$204.70
01/24/2023,$204.70,N/A,$204.70,$204.70,$204.70
01/23/2023,$204.70,15,$205.20,$205.20,$204.70
01/20/2023,$204.80,45514,$204.40,$205.20,$204.40
01/19/2023,$204.60,15,$204.60,$204.60,$204.60
01/18/2023,$204.60,795,$204.60,$204.60,$204.60
01/17/2023,$204.70,3770,$204.60,$204.70,$204.60
01/13/2023,$204.80,750,$204.80,$204.80,$204.80
01/12/2023,$204.80,N/A,$204.80,$204.80,$204.80
01/11/2023,$204.80,186,$204.60,$204.80,$204.60
01/10/2023,$204.60,1363,$204.60,$204.60,$204.40
01/09/2023,$204.402,6444,$204.60,$204.60,$204.20
01/06/2023,$204.40,556,$204.00,$204.40,$204.00
01/05/2023,$204.40,3905,$204.40,$204.40,$204.40
01/04/2023,$204.00,6899,$203.80,$204.40,$203.80
01/03/2023,$203.80,6266,$203.60,$204.00,$203.60
12/30/2022,$203.80,90,$203.60,$203.80,$203.60
12/29/2022,$203.80,2658,$203.00,$203.80,$203.00
12/28/2022,$202.90,532,$202.80,$202.90,$202.80
12/27/2022,$203.00,3218,$203.00,$203.00,$202.80
12/23/2022,$203.00,5,$203.00,$203.00,$203.00
12/22/2022,$202.80,11240,$202.60,$203.00,$202.60
12/21/2022,$202.80,4340,$202.40,$202.80,$202.20
12/20/2022,$202.30,8970,$202.00,$202.40,$202.00
12/19/2022,$202.00,10825,$202.00,$202.00,$201.80
12/16/2022,$201.60,5360,$201.20,$201.60,$201.20
12/15/2022,$201.20,N/A,$201.20,$201.20,$201.20
12/14/2022,$201.20,7130,$201.20,$201.20,$201.20
12/13/2022,$201.20,21206,$201.20,$201.20,$201.20
12/12/2022,$201.20,4635,$201.20,$201.20,$201.20
12/09/2022,$201.20,7861,$201.30,$201.40,$201.198
12/08/2022,$201.20,40593,$201.40,$201.40,$201.198
12/07/2022,$201.40,1000,$201.40,$201.40,$201.30
12/06/2022,$201.40,546,$201.40,$201.40,$201.40
12/05/2022,$201.30,92,$201.20,$201.30,$201.20
12/02/2022,$201.00,1476,$201.60,$201.60,$201.00
12/01/2022,$201.40,414,$201.20,$201.40,$201.20
11/30/2022,$201.60,N/A,$201.60,$201.60,$201.60
11/29/2022,$201.60,2669,$201.30,$201.60,$201.30
11/28/2022,$201.20,N/A,$201.20,$201.20,$201.20
11/25/2022,$201.20,10,$201.20,$201.20,$201.20
11/23/2022,$201.20,1683,$201.00,$201.20,$201.00
11/22/2022,$200.40,115771,$202.00,$202.00,$200.00
11/21/2022,$201.20,N/A,$201.20,$201.20,$201.20
11/18/2022,$201.20,5,$201.20,$201.20,$201.20
11/17/2022,$200.60,N/A,$200.60,$200.60,$200.60
11/16/2022,$200.60,N/A,$200.60,$200.60,$200.60
11/15/2022,$200.60,N/A,$200.60,$200.60,$200.60
11/14/2022,$200.60,945,$200.70,$200.70,$200.60
11/11/2022,$201.00,50,$201.00,$201.00,$201.00
11/10/2022,$200.80,N/A,$200.80,$200.80,$200.80
11/09/2022,$200.80,N/A,$200.80,$200.80,$200.80
11/08/2022,$200.80,5000,$200.80,$200.80,$200.80
11/07/2022,$200.80,9069,$200.80,$200.80,$200.80
11/04/2022,$200.80,350,$201.10,$201.10,$200.80
11/03/2022,$201.00,N/A,$201.00,$201.00,$201.00
11/02/2022,$201.00,4209,$200.80,$201.00,$200.70
11/01/2022,$200.60,85,$200.74,$200.80,$200.60
10/31/2022,$200.60,3455,$200.60,$200.80,$200.40
10/28/2022,$200.60,N/A,$200.60,$200.60,$200.60
10/27/2022,$200.60,N/A,$200.60,$200.60,$200.60
10/26/2022,$200.60,2967,$200.60,$200.60,$200.50
10/25/2022,$200.40,6330,$200.40,$200.60,$200.40
10/24/2022,$200.308,590,$200.30,$200.80,$200.30
10/21/2022,$200.20,2190,$200.20,$200.20,$200.20
10/20/2022,$200.20,N/A,$200.20,$200.20,$200.20
